SMILES,"Ki (nM)"
NS(=O)(=O)c1ccc(CCOC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)OCCc2ccc(S(N)(=O)=O)cc2)CC(=O)O)CC(=O)O)cc1,290
Nc1c(S(N)(=O)=O)cc(S(N)(=O)=O)c(Cl)c1Cl,6100
Nc1ccc2nc(S(N)(=O)=O)sc2c1,70
NS(=O)(=O)c1ccc(NNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)cc1,12000
NS(=O)(=O)c1ccc(CCNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)NCCc2ccc(S(N)(=O)=O)cc2)CC(=O)O)CC(=O)O)cc1,170
NS(=O)(=O)c1cc(S(N)(=O)=O)c(NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)Nc2cc(Cl)c(S(N)(=O)=O)cc2S(N)(=O)=O)CC(=O)O)CC(=O)O)cc1Cl,63
NS(=O)(=O)c1nnc(NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)Nc2nnc(S(N)(=O)=O)s2)CC(=O)O)CC(=O)O)s1,50
NS(=O)(=O)c1ccc(CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)NCc2ccc(S(N)(=O)=O)cc2)CC(=O)[O-])CC(=O)[O-])cc1.[Zn+2],39
Nc1ccc(S(N)(=O)=O)cc1Cl,9800
NS(=O)(=O)c1ccc(NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)c(Cl)c1,200
Nc1ccc(S(N)(=O)=O)cc1Br,6500
NS(=O)(=O)c1cccc(NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)c1,7200
NS(=O)(=O)c1cccc(NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)Nc2cccc(S(N)(=O)=O)c2)CC(=O)O)CC(=O)O)c1,6400
NS(=O)(=O)c1ccc(NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)Nc2ccc(S(N)(=O)=O)cc2Cl)CC(=O)O)CC(=O)O)c(Cl)c1,155
NS(=O)(=O)c1nc2ccc(O)cc2s1,55
NS(=O)(=O)c1nc2ccc(OCCO)cc2s1,50
NS(=O)(=O)c1nnc(NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)s1,55
NS(=O)(=O)c1nc2ccc(NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)cc2s1,36
NS(=O)(=O)c1ccc(CO)cc1,24000
NS(=O)(=O)c1ccc(CCOC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)cc1,360
NCc1ccc(S(N)(=O)=O)cc1,25000
Nc1ccc(S(N)(=O)=O)cc1,28000
Nc1c(Br)cc(S(N)(=O)=O)cc1Br,9650
Nc1ccc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)cc1,6.4
Nc1ccc(S(N)(=O)=O)cc1F,8300
NS(=O)(=O)c1ccc(N[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc1,1200
CCOc1ccc2nc(S(N)(=O)=O)sc2c1,25
NS(=O)(=O)c1ccc(N[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,930
NS(=O)(=O)c1ccc(N[C@@H]2OC[C@@H](O)[C@H](O)[C@@H]2O)cc1,750
Nc1c(I)cc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)cc1I,2.1
Nc1c(F)cc(S(N)(=O)=O)cc1Cl,3800
Nc1c(F)cc(S(N)(=O)=O)cc1I,3700
