SMILES,"Ki (nM)"
S=C(NC1CCCCC1)N1CCC(c2cnc[nH]2)CC1,4.3
S=C(NC1CCCCC1)N1CCC(c2cnc[nH]2)CC1,1.54
N=C(NCCCCc1c[nH]cn1)NC1CCCCC1,5.01
N=C(NCCCCc1c[nH]cn1)NC1CCCCC1,5.012
CC(=O)c1ccc(OCCCN2CC[C@H](NC(=O)c3cccnc3)C2)cc1,37
N#Cc1cccc(S(=O)(=O)N[C@H]2CCN(CCCOc3ccc(C(=O)C4CC4)cc3)C2)c1,2.8
c1ccc(OCCCc2c[nH]cn2)cc1,4.9
c1ccc(OCCCc2c[nH]cn2)cc1,27
O=C(CCCc1ccccn1)NCCc1c[nH]cn1,1000
C[C@@H](C(=O)O)N(C(=O)OC(C)(C)C)C(=O)N1C[C@@H]2C[C@H]1CN2CCCOc1ccc(C(=O)C2CC2)cc1,2182
S=C(NC1CCCCC1)N1CCC(c2cnc[nH]2)CC1,6.5
S=C(NC1CCCCC1)N1CCC(c2cnc[nH]2)CC1,60
C[C@H](NC(=O)N1C[C@@H]2C[C@H]1CN2CCCOc1ccc(C(=O)C2CC2)cc1)C(=O)O,232
O=C(c1ccc(OCCCN2CC[C@H](NS(=O)(=O)c3ccccc3F)C2)cc1)C1CC1,2.7
O=C(c1ccc(OCCCN2CC[C@H](NS(=O)(=O)c3cccc(Cl)c3)C2)cc1)C1CC1,3
O=C(c1ccc(OCCCN2CC[C@H](NS(=O)(=O)c3ccc(Cl)cc3)C2)cc1)C1CC1,3.8
CC(=O)c1ccc(SCCCc2c[nH]cn2)cc1,44
CC(=O)c1ccc(SCCCc2c[nH]cn2)cc1,18
C(#CCCC1CCCCC1)CCc1c[nH]cn1,2.9
Ic1ccc(COCCCc2c[nH]cn2)cc1,71
Ic1ccc(COCCCc2c[nH]cn2)cc1,41
C(#CCCC1CCCC1)CCc1c[nH]cn1,0.95
CC(C)(C)OC(=O)N/C(=N\CCCc1c[nH]cn1)NCc1ccc(I)cc1,12
CC(C)(C)OC(=O)N/C(=N\CCCc1c[nH]cn1)NCc1ccc(I)cc1,12.59
Cn1cnc(S(=O)(=O)N[C@H]2CCN(CCCOc3ccc(C(=O)C4CC4)cc3)C2)c1,10
C[C@H](C(=O)O)N(C(=O)OC(C)(C)C)C(=O)N1C[C@@H]2C[C@H]1CN2CCCOc1ccc(C(=O)C2CC2)cc1,311
O=C(Cc1ccccc1)NCCc1c[nH]cn1,1000
N=C(NCc1ccc(Cl)cc1)SCCCc1c[nH]cn1,0.18
O=C(N/C(=N/CC1CCCCC1)NCCCc1c[nH]cn1)OCc1ccccc1,13
O=C(N/C(=N/CC1CCCCC1)NCCCc1c[nH]cn1)OCc1ccccc1,12.59
CC(=O)c1ccc(OCCCN2CC[C@H](NC(=O)[C@@H](CO)NC(=O)OC(C)(C)C)C2)cc1,310
O=C(c1ccc(OCCCN2C[C@@H]3C[C@H]2CN3C(=O)c2ccccn2)cc1)C1CC1,191
O=C(CCc1ccccc1)NCCc1c[nH]cn1,630.96
CCOC(=O)N/C(=N/CC1CCCCC1)NCCCc1c[nH]cn1,36
CCOC(=O)N/C(=N/CC1CCCCC1)NCCCc1c[nH]cn1,39.81
O=C(c1ccc(OCCCN2CC[C@H](NS(=O)(=O)c3ccccc3Cl)C2)cc1)C1CC1,3.7
O=C(c1ccc(OCCCN2CC[C@H](NS(=O)(=O)c3ccc(Br)cc3)C2)cc1)C1CC1,5
Cc1nc[nH]c1CSCCNC(=N)N[C@H](C)Cc1c[nH]cn1,60
Clc1ccc(Cc2noc(CCc3c[nH]cn3)n2)cc1,7
S=C(NC1CCCCC1)N1CCC(c2cnc[nH]2)CC1,3.981
CC(=O)c1ccc(OCCCN2CC[C@H](NC(=O)[C@@H](C)NC(=O)OC(C)(C)C)C2)cc1,307
N=C(NCCCc1c[nH]cn1)NCc1ccc(I)cc1,1.6
N=C(NCCCc1c[nH]cn1)NCc1ccc(I)cc1,1.585
O=C(c1ccc(OCCCN2CC[C@H](NS(=O)(=O)c3ccccc3)C2)cc1)C1CC1,3
N#Cc1ccccc1S(=O)(=O)N[C@H]1CCN(CCCOc2ccc(C(=O)C3CC3)cc2)C1,11
c1ccc(CCCCc2c[nH]cn2)cc1,12
c1ccc(CCCCc2c[nH]cn2)cc1,2.1
N=C(NCc1ccc(Cl)cc1)SCCCc1c[nH]cn1,1.4
N=C(NCc1ccc(Cl)cc1)SCCCc1c[nH]cn1,2.4
c1ccc(CCCCNCCc2c[nH]cn2)cc1,630.96
CC(=O)c1ccc(OCCCN2CC[C@H](NC(=O)c3cnccn3)C2)cc1,202
C(#CCCc1c[nH]cn1)CCCCc1ccccc1,3.5
O=C(N[C@H]1CCN(CCCOc2ccc(C(=O)C3CC3)cc2)C1)c1csc(-c2cccnc2)n1,50
CC(=O)c1ccc(OCCCCc2c[nH]cn2)cc1,36
CC(=O)c1ccc(OCCCCc2c[nH]cn2)cc1,19
COc1ccc(OCCCc2c[nH]cn2)cc1,7.9
COc1ccc(OCCCc2c[nH]cn2)cc1,47
CCCCCC(=O)c1ccc(OCCCN2CCN(C(=O)OCC)CC2)cc1,2
O=C(c1ccc(OCCCN2C[C@@H]3C[C@H]2CN3C(=O)c2ccccc2)cc1)C1CC1,344
O=C(O)CCNC(=O)N1C[C@@H]2C[C@H]1CN2CCCOc1ccc(C(=O)C2CC2)cc1,17
CC(=O)c1ccc(OCCc2c[nH]cn2)cc1,3.6
CC(=O)c1ccc(OCCc2c[nH]cn2)cc1,42
CC(=O)c1ccc(OCCCN2CC[C@H](NC(=O)[C@H](CO)NC(=O)OC(C)(C)C)C2)cc1,587
N#Cc1ccc(S(=O)(=O)N[C@H]2CCN(CCCOc3ccc(C(=O)C4CC4)cc3)C2)cc1,4
O=C(c1ccc(OCCCN2CC[C@H](NS(=O)(=O)c3cccc(F)c3)C2)cc1)C1CC1,1.6
O=C(CCCCc1ccccc1)NCCc1c[nH]cn1,199.53
O=C(CCCCC1CCCCC1)N1CCC(c2c[nH]cn2)CC1,40
Cc1ccccc1S(=O)(=O)N[C@H]1CCN(CCCOc2ccc(C(=O)C3CC3)cc2)C1,11
COc1ccc(S(=O)(=O)N[C@H]2CCN(CCCOc3ccc(C(=O)C4CC4)cc3)C2)cc1,2.9
O=C(CCCC1CCCCC1)NCCc1c[nH]cn1,50.12
CSc1ccc(Cc2noc(CCc3c[nH]cn3)n2)cc1,25.12
C[S+]([O-])c1ccc(Cc2noc(CCc3c[nH]cn3)n2)cc1,2511.89
Clc1ccc(CCc2noc(Cc3c[nH]cn3)n2)cc1,251.19
NCCCCCCc1c[nH]cn1,10
C=C(c1c[nH]cn1)C1CCNCC1,3.981
Clc1ccc(Cc2noc(CCc3c[nH]cn3)n2)cc1,6.31
Fc1ccc(Cc2noc(CCc3c[nH]cn3)n2)cc1,10
c1nc(CCC2CCNCC2)c[nH]1,19.95
Clc1ccc(Cc2n[nH]c(CCc3c[nH]cn3)n2)cc1,199.53
N[C@H]1C[C@@H]1c1c[nH]cn1,9.333
CS(=O)(=O)c1ccc(Cc2noc(CCc3c[nH]cn3)n2)cc1,316.23
c1nc(C[C@H]2CCNC2)c[nH]1,5.248
N[C@@H]1C[C@H]1c1c[nH]cn1,67.61
c1nc(CCCC2CCCNC2)c[nH]1,83.18
c1nc(CCCC2CCCCN2)c[nH]1,93.33
S=C(NC1CCCCC1)N1CCC(c2cnc[nH]2)CC1,1.995
Clc1ccc(Cc2noc(CCc3c[nH]cn3)n2)cc1Cl,3.162
NCCCc1c[nH]cn1,48.98
COc1ccc(Cc2noc(CCc3c[nH]cn3)n2)cc1,39.81
NCCc1c[nH]cn1,9.333
Cn1nc(CCc2c[nH]cn2)nc1Cc1ccc(Cl)cc1,125.89
c1ccc(-c2ccc(Cc3noc(CCc4c[nH]cn4)n3)cc2)cc1,63.1
C(=C1CCNCC1)c1c[nH]cn1,5.888
CS(=O)(=O)Nc1ccc(Cc2noc(CCc3c[nH]cn3)n2)cc1,1258.93
NCCCCc1c[nH]cn1,4.074
O=C(c1c[nH]cn1)C1CCNCC1,3890.45
c1nc(C[C@@H]2CCNC2)c[nH]1,1.413
NCCCCCc1c[nH]cn1,5.129
Clc1ccc(CCc2noc(CCc3c[nH]cn3)n2)cc1,19.95
FC(F)(F)c1ccc(Cc2noc(CCc3c[nH]cn3)n2)cc1,7.943
c1nc(CC2CCCCN2)c[nH]1,1148.15
Clc1ccc(Cc2csc(CCc3c[nH]cn3)n2)cc1,199.53
C1=C(c2c[nH]cn2)CCNC1,4265.8
Clc1ccc(Cc2noc(Cc3c[nH]cn3)n2)cc1,25.12
c1nc(C2CCNCC2)c[nH]1,870.96
Ic1ccc(Cc2noc(CCc3c[nH]cn3)n2)cc1,6.31
Clc1ccc(Cc2n[nH]c(CCCc3c[nH]cn3)n2)cc1,12.59
Clc1ccc(Cc2nc(CCc3c[nH]cn3)no2)cc1,19.95
c1nc(CC2CCNC2)c[nH]1,3.631
C[C@@H](N)Cc1c[nH]cn1,4.365
c1nc(CC2CCCNC2)c[nH]1,67.61
c1nc(CCC2CCCNC2)c[nH]1,181.97
c1nc(CCC2CCCCN2)c[nH]1,2818.38
Clc1ccc(Cc2nnc(CCc3c[nH]cn3)s2)cc1,100
c1nc(CC2CCNCC2)c[nH]1,0.4786
Clc1ccc(Cc2noc(CCCc3c[nH]cn3)n2)cc1,25.12
N=C(NCc1ccc(Cl)cc1)SCCCc1c[nH]cn1,0.1585
NCC1CC1c1c[nH]cn1,35.48
c1nc(CCCC2CCNCC2)c[nH]1,4.467
CN(C)c1ccc(-c2c[nH]c(SCCc3c[nH]cn3)n2)cc1,29.51
CC1CCCC(C)N1CCCOc1ccc(-c2ccc(C#N)cc2)cc1,16.22
CC1CCCC(C)N1CCCOc1ccc(-c2ccc(C#N)cc2)cc1,2.138
Cc1cccn2cc(-c3ccc(OCCCN4CCOCC4)cc3)nc12,80
