SMILES,"Ki (nM)"
COc1cc(CC(C)N)c(OC)cc1C,5125
CCCN1CCC[C@@H](c2ccc(OS(=O)(=O)C(F)(F)F)c(OS(=O)(=O)C(F)(F)F)c2)C1,10000
CN1CCC[C@@H](c2cccc(C#N)c2)C1,10000
C=CCN1CC[C@H]2c3cccc(OC)c3CC[C@H]21,236
CCN1CCC[C@@H](c2cccc(OS(=O)(=O)C(F)(F)F)c2)C1,1040
CCCN1CCC[C@@H](c2cccc(OS(C)(=O)=O)c2)C1,1380
COc1cccc(C(=O)NCCCCCN2CCN(c3ccc(Cl)cc3)CC2)c1,850
COc1ccc2[nH]cc(CCN(C)C)c2c1,7.8
CCCN1CCCC2c3cccc(OS(=O)(=O)C(F)(F)F)c3CCC21,39
N#Cc1cccc([C@@H]2CCCN(CCc3ccccc3)C2)c1,120
COc1cccc2c1CCCC2CCCN1CCN(c2ccc(Cl)cc2)CC1,105
CCCN1CCC[C@@H](c2cccc(OS(=O)(=O)C(F)(F)F)c2)C1,1530
CCCN1CCC[C@@H](c2cccc(C(N)=O)c2)C1,5040
CCCN1CCC[C@@H](c2cccc(OCC(F)(F)F)c2)C1,1200
COc1cccc(C(=O)NCCN2CCN(c3ccc(Cl)cc3)CC2)c1,147
COc1cccc2c1CCCC2NCCN1CCN(c2ccc(Cl)cc2)CC1.Cl.Cl,821
CN1CCc2cccc3c2[C@H]1Cc1cccc(-c2ccccc2)c1-3,1.8
CCCN1CCC[C@@H](c2cccc(C(C)=O)c2)C1,4170
CCCN1CCC[C@@H](c2ccccc2OS(=O)(=O)C(F)(F)F)C1,1840
C=CCN1CC[C@@H]2c3cccc(OS(=O)(=O)C(F)(F)F)c3CC[C@@H]21,117
C=CCN1CC[C@@H]2c3cccc(OS(=O)(=O)C(F)(F)F)c3CC[C@@H]21,400
CCC(C)N1CCC[C@@H](c2cccc(C#N)c2)C1,8070
CN1CCN(c2nc3ncccc3n3cccc23)CC1,25.12
C#Cc1cccc([C@@H]2CCCN(CCC)C2)c1,310
CCCN(CCC)C1CCc2cccc(O)c2C1,1.2
CCCN(CCC)C1CCc2cccc(OC)c2C1,1.3
CCCN1CCC[C@@H](c2cccc(C=O)c2)C1,8110
CN1CCC[C@@H](c2cccc(OS(=O)(=O)C(F)(F)F)c2)C1,2240
COc1ccc2c(c1)C(CCCN1CCN(c3ccc(Cl)cc3)CC1)CCC2,708
CCCN(CCC)C1CCc2cccc(O)c2C1,1
CN(CCOc1cccc2ccccc12)Cc1ccccc1,95
CCCN(CCC)C1COc2c(cccc2-c2ccoc2)C1,5.7
CN(C)CCCOc1ccccc1,4850
CCCN(C)CCOc1cccc2ccccc12,45
CCCN(CCC)C1COc2c(cccc2C(=O)c2ccc(OC)cc2)C1,10.5
CCCN(CCC)C1COc2c(cccc2C(=O)c2ccc(C(F)(F)F)cc2)C1,47.2
CCCCN(CC)CCCC1CCCc2ccccc21,540
CNCCCOc1ccccc1,3300
CCCN(CCC)C1COc2c(cccc2-c2ccsc2)C1,1.1
CN(C)[C@H]1Cc2cccc3ncn(c23)C1,
CCCN(CCC)C1COc2c(cccc2-c2ccc(OC)cc2)C1,1.3
CN(C)[C@H]1Cc2cccc3nc(O)n(c23)C1,
CN[C@@H]1Cc2cccc3ncn(c23)C1,3257
CN(C)CCCCOc1cccc2ccccc12,400
CN(C)CCOc1cccc2ccccc12,80
C1=C(CN2CCOCC2)COc2c1cccc2OC[C@@H]1CNCCO1.Cl,10000
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,4
CCCN(CCC)CC(O)COc1cccc2ccccc12,1325
Cc1nc(-c2ccc(-c3ccc(C(=O)N4CCc5cc6c(cc54)C4(CCN(C)CC4)CO6)cc3)c(C)c2)no1,3162.28
CN(C)CCCNc1ccccc1,25000
CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,0.4
CN[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1,73
CCCN(CCC)C1COc2c(cccc2C(=O)c2ccsc2)C1,7.3
CN(C)Cc1cccc2ccccc12,3420
NCCOc1cccc2ccccc12,60
CN1CCc2cccc3c2[C@H]1Cc1cccc(-c2ccccc2)c1-3,1.8
COc1ccccc1OCCCN(C)C,3000
CCCCN(CC)CCC(=O)c1cccc2ccccc12,3530
CCCCN(CCCC)CCCOc1cccc2ccccc12,225
CC(C)NCC(O)COc1cccc2ccccc12,90
CN(C)[C@@H]1Cc2cccc3ncn(c23)C1,3521
CCCN(CCC)C1COc2c(cccc2C(=O)c2ccc(C(C)=O)cc2)C1,11
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,24
CC(C)NC[C@H](O)COc1cccc2ccccc12,55
CCCCN(CCCC)CCOc1cccc2ccccc12,150
CCCN(CCC)C1COc2c(O)cccc2C1,3000
CN(C)CCCOc1cccc2ccccc12,345
C1=C(CN2CCOCC2)COc2c1cccc2OC[C@H]1CNCCO1.CS(=O)(=O)O,10000
CN[C@H]1Cc2cccc3nc(O)n(c23)C1,
CCCN(CCC)C1COc2c(cccc2-c2ccccc2OC)C1,1.1
CCCN(CCC)C1COc2c(cccc2-c2ccc(C(F)(F)F)cc2)C1,63.8
CCCCN(CC)CCCc1cccc2ccccc12,300
CCCCN(CC)CCOc1cccc2ccccc12,39
CCCN(CCC)C1COc2c(cccc2C(=O)c2ccccc2OC)C1,60.8
CCCN(CCC)CCc1cccc2c1CC(=O)N2,1706
CN(C)[C@@H]1Cc2cccc3nc(O)n(c23)C1,92
CCCN(CCC)C1COc2c(cccc2C(=O)c2ccoc2)C1,16.4
CCCN(CCC)CCCOc1cccc2ccccc12,450
CN(C)CCCOc1ccccc1O,4900
CC(C)NC[C@@H](O)COc1cccc2ccccc12,1700
CN(C)CCCCc1ccccc1,5000
CCCN(CCC)CCCOc1ccccc1,2750
CCCN[C@@H]1Cc2cccc3nc(O)n(c23)C1,58
CCCN(CCC)C1COc2c(cccc2-c2ccccc2)C1,1.1
CCCN(CCC)C1COc2cccc(O)c2C1,83
CCCN(CCC)C1COc2c(cccc2C(=O)c2ccccc2)C1,4
COc1ccc2c(c1)c(CCN(C)C)cn2S(=O)(=O)c1ccccc1,702
COc1ccc(Cl)cc1N1CCNCC1,870
Oc1cccc2c1CC(NC/C=C/I)CC2,10
CCCN(CCC)C1CCc2cccc(O)c2C1,0.63
COc1ccc(C(=O)Nc2ccc(-c3ccncc3)cc2)cc1CCCN(C)C,19952.62
COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1N1CCN(C)CC1,316.23
Cn1c(=O)c2c(nc3n(CCCN4CCN(c5ccccc5)CC4)c(=O)ccn23)n(C)c1=O,25
O=C1c2ccccc2C(=O)N1CCCCCN1CCN(c2ccccc2)CC1,8.5
NCCc1c[nH]c2ccc(O)cc12,4.31
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,1817
COc1ccccc1N1CCN(CCNc2nc3nc4c(c(=O)n(C)c(=O)n4C)n3cc2Br)CC1,62
c1ccc2cc(N3CCNCC3)ccc2c1,2900
COc1ccccc1N1CCN(CCCCNC(=O)c2ccccc2)CC1,2
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,15
NCCc1ccc(O)c(O)c1,10000
CCCN(CC1CC1)[C@H]1CCc2ccc3[nH]c(C(N)=O)cc3c2C1,5.3
O=C1c2ccccc2C(=O)N1CCCN1CCN(c2ccccc2)CC1,200
CCCN(C/C=C/I)C1CCc2cccc(OC)c2C1,12.6
CCCN[C@@H]1CCc2ccc3[nH]c(C(N)=O)cc3c2C1,7.6
CCCN[C@H]1CCc2ccc3[nH]c(C(N)=O)cc3c2C1,103
CCCN(CC1CC1)[C@@H]1CCc2ccc3[nH]c(C(N)=O)cc3c2C1,2.7
COc1ccc(NC(=O)c2ccc(-c3ccc(C(=O)N(C)C)cc3C)cc2)cc1N1CCN(C)CC1,251.19
Cn1c(=O)c2c(nc3n2CCCN3CCCCN2CCN(c3ccccc3)CC2)n(C)c1=O,2.1
Cn1c(=O)c2c(nc3nc(NCCN4CCN(c5ccccc5)CC4)ccn32)n(C)c1=O,11.5
CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,70
Cn1c(=O)sc2cc(CCN3CCN(Cc4ccc(Cl)cc4Cl)CC3)ccc21,100
Cn1c(=O)sc2cc(CCN3CCN(Cc4ccc(Cl)c(Cl)c4)CC3)ccc21,30
CCCN(CCC)C1CCc2ccc(O)cc2C1,72.7
O=C(NCCCCN1CCN(c2ncccn2)CC1)c1ccccc1,60
COc1ccc(NC(=O)c2ccc(-c3ccncc3)cc2)cc1N1CCN(C)CC1,1258.93
CCCN(CCC)[C@@H]1CCc2cccc(O)c2C1,0.1
COc1ccc(C(=O)Nc2ccc(-c3ccc(C=O)cc3C)cc2)cc1CCCN(C)C,5011.87
Cn1c(=O)c2c(nc3nc(NCCCN4CCN(c5ccccc5)CC4)c(Br)cn32)n(C)c1=O,11
Cn1c(=O)sc2cc(CCCCN3CCC(Cc4ccccc4)CC3)ccc21,30
C[C@@H]1CN(CCc2ccc3c(c2)sc(=O)n3C)C[C@H](C)N1,10000
FC(F)(F)c1cccc(N2CCNCC2)c1,175
COc1ccccc1N1CCNCC1,68
Cn1c(=O)sc2cc(CCCCN3CCN(Cc4ccc(Cl)c(Cl)c4)CC3)ccc21,300
COc1cccc2c1CC(NC/C=C/I)CC2,17
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,3.1
O=C1c2ccccc2C(=O)N1CCCCN1CCN(c2ccccc2)CC1,10
COc1cccc(OC)c1OCCNCC1COc2ccccc2O1,2.68
O=C1c2ccccc2C(=O)N1CCN1CCN(c2ccccc2)CC1,10000
Cn1c(=O)sc2cc(CCCCN3CCN(Cc4ccccc4)CC3)ccc21,40
Cn1c(=O)sc2cc(CCCCN3CCN(Cc4ccc(Cl)cc4Cl)CC3)ccc21,200
O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,602
Cn1c(=O)c2c(nc3nc(NCCCN4CCN(c5cccc(Cl)c5)CC4)c(Br)cn32)n(C)c1=O,49
NCCCCN1CCN(c2ccccc2)CC1,6000
CCCN(C/C=C/I)C1CCc2cccc(O)c2C1,0.92
